URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
Netclan20241027,https://insights.blackcoffer.com/enhancing-model-accuracy-from-58-to-over-90-strategies-for-improving-predictive-performance/,20,7,0.48148146364883465,0.0669975184441749,16.791666666666668,0.543424317617866,6.934036393713814,16.791666666666668,219,403,2.7468982630272953,3,8.096774193548388
Netclan20241028,https://insights.blackcoffer.com/securing-sensitive-financial-data-with-privacy-preserving-machine-learning-for-predictive-analytics/,29,3,0.8124999746093758,0.06083650178548194,18.785714285714285,0.532319391634981,7.727213470939707,18.785714285714285,280,526,2.7281368821292777,8,8.226235741444867
Netclan20241029,https://insights.blackcoffer.com/enhancing-data-collection-for-research-institutions-addressing-survey-fatigue-and-incorporating-verbal-communication-for-richer-insights/,22,5,0.6296296063100145,0.0747922435601323,18.05,0.5013850415512465,7.420554016620499,18.05,181,361,2.6952908587257616,6,8.520775623268698
Netclan20241030,https://insights.blackcoffer.com/analyzing-the-impact-of-positive-emotions-and-pandemic-severity-on-mental-health-and-resilience-among-entrepreneurs-insights-and-predictive-modeling/,15,5,0.4999999750000012,0.055555555401234566,21.176470588235293,0.5111111111111111,8.675032679738562,21.176470588235293,184,360,2.7055555555555557,7,8.325
Netclan20241031,https://insights.blackcoffer.com/dynamic-brand-centric-dashboard-for-automotive-dealerships-pdf-to-financial-insights-with-flask-react-architecture-and-aws-cloud-hosting/,61,17,0.56410255687048,0.08324439692289819,13.779411764705882,0.4994663820704376,5.711551258710529,13.779411764705882,468,937,2.568836712913554,12,7.83991462113127
Netclan20241032,https://insights.blackcoffer.com/cloud-based-data-modeling-and-analysis-platform-with-drag-and-drop-interface-and-openai-api-integration-for-simulation-insights/,10,1,0.8181817438016598,0.03536977480588497,19.4375,0.4630225080385852,7.960209003215434,19.4375,144,311,2.553054662379421,3,7.762057877813505
Netclan20241033,https://insights.blackcoffer.com/voter-profile-analysis-and-search-application-for-targeted-campaign-engagement-using-government-voter-data/,42,7,0.7142856997084551,0.07877813492157856,16.36842105263158,0.5305466237942122,6.7595870705703165,16.36842105263158,330,622,2.697749196141479,17,8.120578778135048
Netclan20241034,https://insights.blackcoffer.com/bert-based-classification-of-individuals-and-organizations-into-two-categories-using-natural-language-processing/,8,4,0.3333333055555579,0.048780487606583385,20.5,0.4796747967479675,8.391869918699188,20.5,118,246,2.682926829268293,5,8.260162601626016
Netclan20241035,https://insights.blackcoffer.com/comprehensive-analysis-of-solana-and-ethereum-contributors-using-github-api-with-comparative-study-of-1000-random-github-profiles/,15,5,0.4999999750000012,0.0564971749816464,22.125,0.5169491525423728,9.05677966101695,22.125,183,354,2.790960451977401,5,8.471751412429379
Netclan20241036,https://insights.blackcoffer.com/powerbi-rest-api-fetching-dataflow-and-refresh-schedules-with-semantic-models/,22,7,0.5172413614744358,0.08579881631420469,18.77777777777778,0.5088757396449705,7.7146614069691,18.77777777777778,172,338,2.6420118343195265,4,7.9674556213017755
Netclan20241037,https://insights.blackcoffer.com/automated-job-data-import-and-management-solution-for-enhanced-efficiency/,11,2,0.6923076390532585,0.04406779646078713,21.071428571428573,0.4406779661016949,8.604842615012108,21.071428571428573,130,295,2.5322033898305083,4,7.620338983050847
Netclan20241038,https://insights.blackcoffer.com/data-analytics-and-optimization-solution-for-enhancing-renewable-energy-efficiency/,13,2,0.7333332844444478,0.04761904746787604,22.5,0.5047619047619047,9.201904761904762,22.5,159,315,2.6920634920634923,4,8.053968253968254
Netclan20241039,https://insights.blackcoffer.com/time-series-analysis-and-trend-forecasting-solution-for-predicting-news-trends/,13,2,0.7333332844444478,0.04885993469426731,21.928571428571427,0.4560260586319218,8.95383899488134,21.928571428571427,140,307,2.54071661237785,4,7.817589576547231
Netclan20241040,https://insights.blackcoffer.com/advanced-data-visualization-solutions-for-monitoring-key-business-metrics-with-integrated-interactive-dashboards/,17,1,0.8888888395061756,0.0594059403980002,21.642857142857142,0.47854785478547857,8.848561999057049,21.642857142857142,145,303,2.6765676567656764,4,8.112211221122113
Netclan20241041,https://insights.blackcoffer.com/advanced-patient-data-analysis-solution-for-trend-identification-and-improved-healthcare-outcome/,19,2,0.8095237709750585,0.06796116482860465,22.071428571428573,0.49514563106796117,9.026629680998614,22.071428571428573,153,309,2.6537216828478964,4,8.048543689320388
Netclan20241042,https://insights.blackcoffer.com/anomaly-detection-and-analysis-for-enhanced-data-integrity-and-user-experience-on-bright-datas-website/,13,8,0.23809522675737013,0.0658307207967689,22.785714285714285,0.5078369905956113,9.317420510523958,22.785714285714285,162,319,2.6489028213166144,4,7.987460815047022
Netclan20241043,https://insights.blackcoffer.com/building-custom-tflite-models-and-benchmarking-on-voxl2-chips/,12,1,0.8461537810650938,0.04391891877054419,21.142857142857142,0.4831081081081081,8.6503861003861,21.142857142857142,143,296,2.7263513513513513,4,8.337837837837839
Netclan20241044,https://insights.blackcoffer.com/sports-prediction-model-for-multiple-sports-leagues/,20,1,0.9047618616780065,0.05109489038663044,22.833333333333332,0.43309002433090027,9.306569343065695,22.833333333333332,178,411,2.489051094890511,3,7.671532846715328
Netclan20241045,https://insights.blackcoffer.com/efficient-coach-allocation-system-for-sports-coaching-organization/,15,5,0.4999999750000012,0.0550964185810016,18.15,0.4297520661157025,7.431900826446281,18.15,156,363,2.5426997245179064,6,8.24793388429752
Netclan20241046,https://insights.blackcoffer.com/data-studio-dashboard-with-a-data-pipeline-tool-synced-with-podio-using-custom-webhooks-and-google-cloud-function-2/,24,5,0.655172391200952,0.06183368856751879,14.212121212121213,0.42430703624733473,5.85457129934742,14.212121212121213,199,469,2.5756929637526653,3,7.861407249466951
Netclan20241047,https://insights.blackcoffer.com/ai-driven-backend-for-audio-to-text-conversion-and-analytical-assessment-in-pharmaceutical-practice/,11,3,0.5714285306122479,0.038888888780864196,17.142857142857142,0.4527777777777778,7.038253968253969,17.142857142857142,163,360,2.5277777777777777,4,7.627777777777778
Netclan20241048,https://insights.blackcoffer.com/cloud-based-web-application-for-financial-data-processing-and-visualization-of-sp-500-metrics/,49,14,0.5555555467372135,0.10623946019183902,17.96969696969697,0.47554806070826305,7.378098012162093,17.96969696969697,282,593,2.6644182124789206,7,8.099494097807757
Netclan20241049,https://insights.blackcoffer.com/department-wise-kpi-tracking-dashboard-with-technician-performance-analysis-for-atoz-dependable-service/,17,3,0.6999999650000017,0.037523452087198025,16.65625,0.3789868667917448,6.814094746716698,16.65625,202,533,2.5121951219512195,3,7.769230769230769
Netclan20241050,https://insights.blackcoffer.com/steps-to-convert-a-node-js-api-to-python-for-aws-lambda-deployment/,22,6,0.5714285510204089,0.07954545431947314,18.526315789473685,0.4659090909090909,7.59688995215311,18.526315789473685,164,352,2.5738636363636362,3,7.9375
Netclan20241051,https://insights.blackcoffer.com/building-an-analytics-dashboard-with-a-pdf-parsing-pipeline-for-data-extraction/,32,25,0.12280701538935061,0.05599214139882894,9.788461538461538,0.3948919449901768,4.073341393380686,9.788461538461538,402,1018,2.444007858546169,3,7.539292730844794
Netclan20241052,https://insights.blackcoffer.com/building-a-real-time-log-file-visualization-dashboard-in-kibana/,17,20,-0.08108107888970058,0.06249999989442567,14.439024390243903,0.4189189189189189,5.943177323665129,14.439024390243903,248,592,2.425675675675676,4,7.400337837837838
Netclan20241053,https://insights.blackcoffer.com/analyzing-the-impact-of-female-ceo-appointments-on-company-stock-prices/,20,7,0.48148146364883465,0.044776119328729484,14.023255813953488,0.5373134328358209,5.824227698715724,14.023255813953488,324,603,2.673300165837479,8,8.071310116086236
Netclan20241054,https://insights.blackcoffer.com/ai-chatbot-using-llm-langchain-llama/,14,2,0.7499999531250029,0.04790419147334075,19.647058823529413,0.4550898203592814,8.040859457555477,19.647058823529413,152,334,2.57185628742515,3,7.68562874251497
Netclan20241055,https://insights.blackcoffer.com/healthcare-ai-chatbot-using-llama-llm-langchain/,48,4,0.8461538298816571,0.09683426425170528,6.172413793103448,0.32774674115456237,2.600064213703204,6.172413793103448,176,537,2.3202979515828677,32,7.005586592178771
Netclan20241056,https://insights.blackcoffer.com/ai-bot-audio-to-audio/,3,1,0.49999987500003124,0.024999999843750002,53.333333333333336,0.51875,21.540833333333335,53.333333333333336,83,160,2.7625,2,8.10625
Netclan20241057,https://insights.blackcoffer.com/recommendation-engine-for-insurance-sector-to-expand-business-in-the-rural-area/,12,2,0.7142856632653098,0.045161290176899065,25.833333333333332,0.4483870967741935,10.512688172043012,25.833333333333332,139,310,2.5483870967741935,4,7.622580645161291
Netclan20241058,https://insights.blackcoffer.com/data-from-crm-via-zapier-to-google-sheets-dynamic-to-powerbi/,12,1,0.8461537810650938,0.054166666440972226,17.142857142857142,0.4166666666666667,7.023809523809525,17.142857142857142,100,240,2.4458333333333333,6,7.370833333333334
Netclan20241059,https://insights.blackcoffer.com/data-warehouse-to-google-data-studio-looker-dashboard/,7,1,0.7499999062500118,0.029197080185412116,19.571428571428573,0.4051094890510949,7.990615224191868,19.571428571428573,111,274,2.5802919708029197,11,7.956204379562044
Netclan20241060,https://insights.blackcoffer.com/crm-monday-com-via-zapier-to-power-bi-dashboard/,14,4,0.5555555246913597,0.06122448958767181,11.307692307692308,0.3707482993197279,4.671376242804814,11.307692307692308,109,294,2.326530612244898,18,7.085034013605442
Netclan20241061,https://insights.blackcoffer.com/monday-com-to-kpi-dashboard-to-manage-view-and-generate-insights-from-the-crm-data/,18,7,0.4399999824000007,0.07836990571043917,11.0,0.4012539184952978,4.560501567398119,11.0,128,319,2.3385579937304075,8,7.238244514106583
Netclan20241062,https://insights.blackcoffer.com/data-management-for-a-political-saas-application/,7,4,0.2727272479338866,0.03416149057713823,16.94736842105263,0.422360248447205,6.947891467799934,16.94736842105263,136,322,2.422360248447205,7,7.537267080745342
Netclan20241063,https://insights.blackcoffer.com/google-lsa-ads-google-local-service-ads-etl-tools-and-dashboards/,7,1,0.7499999062500118,0.030303030188246097,22.0,0.4015151515151515,8.960606060606061,22.0,106,264,2.4431818181818183,3,7.549242424242424
Netclan20241064,https://insights.blackcoffer.com/ad-networks-marketing-campaign-data-dashboard-in-looker-google-data-studio/,6,1,0.7142856122449125,0.036269429863888966,38.6,0.46632124352331605,15.626528497409328,38.6,90,193,2.621761658031088,3,7.9067357512953365
Netclan20241065,https://insights.blackcoffer.com/analytical-solution-for-a-tech-firm/,7,3,0.39999996000000404,0.05405405376186998,23.125,0.4756756756756757,9.44027027027027,23.125,88,185,2.6864864864864866,4,8.237837837837837
Netclan20241066,https://insights.blackcoffer.com/ai-solution-for-a-technology-information-and-internet-firm/,7,1,0.7499999062500118,0.041025640815253124,32.5,0.48717948717948717,13.194871794871796,32.5,95,195,2.5846153846153848,3,7.717948717948718
Netclan20241067,https://insights.blackcoffer.com/ai-and-nlp-based-solutions-to-automate-data-discovery-for-venture-capital-and-private-equity-principals/,9,2,0.636363578512402,0.043478260697714384,23.0,0.48221343873517786,9.392885375494073,23.0,122,253,2.541501976284585,3,7.687747035573122
Netclan20241068,https://insights.blackcoffer.com/an-etl-solution-for-an-internet-publishing-firm/,13,1,0.8571427959183717,0.05035971204906579,16.352941176470587,0.39928057553956836,6.700888700804062,16.352941176470587,111,278,2.3992805755395685,12,7.190647482014389
Netclan20241069,https://insights.blackcoffer.com/ai-based-algorithmic-trading-bot-for-forex/,6,2,0.4999999375000079,0.039603960199980394,22.444444444444443,0.4603960396039604,9.161936193619361,22.444444444444443,93,202,2.5594059405940595,3,7.673267326732673
Netclan20241070,https://insights.blackcoffer.com/equity-waterfalls-model-based-saas-application-for-real-estate-sector/,6,2,0.4999999375000079,0.027586206801426875,12.608695652173912,0.46551724137931033,5.229685157421289,12.608695652173912,135,290,2.5310344827586206,10,7.593103448275862
Netclan20241071,https://insights.blackcoffer.com/ai-solutions-for-foreign-exchange-an-automated-algo-trading-tool/,11,3,0.5714285306122479,0.04268292669913742,20.5,0.4146341463414634,8.365853658536585,20.5,136,328,2.3963414634146343,6,7.442073170731708
Netclan20241072,https://insights.blackcoffer.com/ai-agent-development-and-deployment-in-jina-ai/,13,7,0.29999998500000075,0.08474576235277219,23.6,0.4661016949152542,9.626440677966102,23.6,110,236,2.5720338983050848,5,7.75
Netclan20241073,https://insights.blackcoffer.com/golden-record-a-knowledge-graph-database-approach-to-unfold-discovery-using-neo4j/,13,4,0.5294117335640156,0.05685618710081543,17.58823529411765,0.4013377926421405,7.1958292347039166,17.58823529411765,120,299,2.3578595317725752,14,7.404682274247492
Netclan20241074,https://insights.blackcoffer.com/advanced-ai-for-trading-automation/,12,4,0.4999999687500019,0.04863221869716651,13.16,0.425531914893617,5.434212765957447,13.16,140,329,2.474164133738602,11,7.477203647416413
Netclan20241075,https://insights.blackcoffer.com/create-a-knowledge-graph-to-provide-real-time-analytics-recommendations-and-a-single-source-of-truth/,7,4,0.2727272479338866,0.05022831027293009,16.846153846153847,0.5068493150684932,6.941201264488936,16.846153846153847,111,219,2.6210045662100456,3,7.730593607305936
Netclan20241076,https://insights.blackcoffer.com/advanced-ai-for-thermal-person-detection/,6,1,0.7142856122449125,0.03825136591119472,22.875,0.47540983606557374,9.34016393442623,22.875,87,183,2.5901639344262297,4,7.759562841530054
Netclan20241077,https://insights.blackcoffer.com/advanced-ai-for-road-cam-threat-detection/,6,3,0.33333329629630043,0.046632124110714386,24.125,0.49222797927461137,9.846891191709844,24.125,95,193,2.626943005181347,3,7.83419689119171
Netclan20241078,https://insights.blackcoffer.com/advanced-ai-for-pedestrian-crossing-safety/,8,4,0.3333333055555579,0.06060606029996939,19.8,0.4898989898989899,8.115959595959596,19.8,97,198,2.6363636363636362,5,7.898989898989899
Netclan20241079,https://insights.blackcoffer.com/handgun-detection-using-yolo/,6,1,0.7142856122449125,0.036269429863888966,24.125,0.49222797927461137,9.846891191709844,24.125,95,193,2.6321243523316062,4,7.860103626943006
Netclan20241080,https://insights.blackcoffer.com/using-graph-technology-to-create-single-customer-view/,7,8,-0.06666666222222252,0.06666666637037037,17.307692307692307,0.49333333333333335,7.120410256410256,17.307692307692307,111,225,2.64,6,7.786666666666667
Netclan20241081,https://insights.blackcoffer.com/car-detection-in-satellite-images/,12,1,0.8461537810650938,0.04609929061666918,14.1,0.40070921985815605,5.800283687943263,14.1,113,282,2.482269503546099,10,7.624113475177305
Netclan20241082,https://insights.blackcoffer.com/building-a-physics-informed-neural-network-for-circuit-evaluation/,13,4,0.5294117335640156,0.053627760083193185,14.409090909090908,0.43217665615141954,5.9365070260969315,14.409090909090908,137,317,2.5110410094637223,14,7.794952681388013
Netclan20241083,https://insights.blackcoffer.com/connecting-mongodb-database-to-power-bi-dashboard-dashboard-automation/,9,4,0.3846153550295881,0.04049844224143787,16.894736842105264,0.4485981308411215,6.937333989178554,16.894736842105264,144,321,2.498442367601246,12,7.302180685358255
Netclan20241084,https://insights.blackcoffer.com/data-transformation/,23,13,0.2777777700617286,0.09703504016971687,13.74074074074074,0.353099730458221,5.637536188479585,13.74074074074074,131,371,2.3773584905660377,13,7.164420485175202
Netclan20241085,https://insights.blackcoffer.com/e-commerce-store-analysis-purchase-behavior-ad-spend-conversion-traffic-etc/,10,2,0.6666666111111158,0.0370370369227252,15.428571428571429,0.41358024691358025,6.336860670194004,15.428571428571429,134,324,2.521604938271605,16,7.549382716049383
Netclan20241086,https://insights.blackcoffer.com/kpi-dashboard-for-accountants/,12,1,0.8461537810650938,0.04452054779273785,20.857142857142858,0.4006849315068493,8.503131115459883,20.857142857142858,117,292,2.404109589041096,8,7.561643835616438
Netclan20241087,https://insights.blackcoffer.com/return-on-advertising-spend-dashboard-marketing-automation-and-analytics-using-etl-and-dashboard/,27,5,0.6874999785156257,0.05765765755376999,17.34375,0.436036036036036,7.111914414414414,17.34375,242,555,2.4918918918918918,8,7.52972972972973
Netclan20241088,https://insights.blackcoffer.com/ranking-customer-behaviours-for-business-strategy/,7,3,0.39999996000000404,0.03999999984,35.714285714285715,0.408,14.448914285714288,35.714285714285715,102,250,2.448,4,7.404
Netclan20241089,https://insights.blackcoffer.com/algorithmic-trading-for-multiple-commodities-markets-like-forex-metals-energy-etc/,8,1,0.7777776913580343,0.029220779125906562,18.11764705882353,0.42857142857142855,7.418487394957983,18.11764705882353,132,308,2.5032467532467533,3,7.584415584415584
Netclan20241090,https://insights.blackcoffer.com/trading-bot-for-forex/,5,2,0.4285713673469475,0.0395480223754349,44.25,0.4576271186440678,17.88305084745763,44.25,81,177,2.5762711864406778,3,7.655367231638418
Netclan20241091,https://insights.blackcoffer.com/python-model-for-the-analysis-of-sector-specific-stock-etfs-for-investment-purposes%ef%bf%bc/,10,3,0.5384614970414233,0.047272727100826445,17.1875,0.4290909090909091,7.046636363636364,17.1875,118,275,2.4872727272727273,6,7.607272727272727
Netclan20241092,https://insights.blackcoffer.com/medical-classification/,7,3,0.39999996000000404,0.035714285586734694,20.0,0.41785714285714287,8.167142857142858,20.0,117,280,2.432142857142857,7,7.428571428571429
Netclan20241093,https://insights.blackcoffer.com/design-develop-bert-question-answering-model-explanations-with-visualization/,4,1,0.599999880000024,0.025773195743437137,32.333333333333336,0.4845360824742268,13.127147766323027,32.333333333333336,94,194,2.634020618556701,4,7.917525773195877
Netclan20241094,https://insights.blackcoffer.com/design-and-develop-solution-to-anomaly-detection-classification-problems/,5,6,-0.09090908264462885,0.04867256615631608,20.545454545454547,0.49557522123893805,8.416411906677395,20.545454545454547,112,226,2.6283185840707963,7,7.730088495575221
Netclan20241095,https://insights.blackcoffer.com/an-etl-solution-for-currency-data-to-google-big-query/,4,1,0.599999880000024,0.0196078430603614,18.214285714285715,0.3607843137254902,7.430028011204482,18.214285714285715,92,255,2.392156862745098,13,7.231372549019608
Netclan20241096,https://insights.blackcoffer.com/etl-and-mlops-infrastructure-for-blockchain-analytics/,5,1,0.6666665555555741,0.020202020133999934,33.0,0.4175084175084175,13.367003367003367,33.0,124,297,2.4276094276094278,2,7.397306397306397
Netclan20241097,https://insights.blackcoffer.com/an-agent-based-model-of-a-virtual-power-plant-vpp/,5,1,0.6666665555555741,0.03529411743944637,34.0,0.48823529411764705,13.795294117647058,34.0,83,170,2.652941176470588,2,7.9941176470588236
Netclan20241098,https://insights.blackcoffer.com/transform-api-into-sdk-library-and-widget/,12,2,0.7142856632653098,0.062222221945679015,37.5,0.44,15.176,37.5,99,225,2.568888888888889,3,7.786666666666667
Netclan20241099,https://insights.blackcoffer.com/integration-of-a-product-to-a-cloud-based-crm-platform/,8,6,0.14285713265306196,0.049999999821428574,16.470588235294116,0.43214285714285716,6.761092436974789,16.470588235294116,121,280,2.4857142857142858,3,7.65
Netclan20241100,https://insights.blackcoffer.com/a-web-based-dashboard-for-the-filtered-data-retrieval-of-land-records/,13,3,0.6249999609375024,0.05298013227490023,18.875,0.39403973509933776,7.707615894039735,18.875,119,302,2.4271523178807946,2,7.433774834437086
Netclan20241101,https://insights.blackcoffer.com/integration-of-video-conferencing-data-to-the-existing-web-app/,4,1,0.599999880000024,0.019305019230482553,25.9,0.40540540540540543,10.522162162162163,25.9,105,259,2.501930501930502,2,7.571428571428571
Netclan20241102,https://insights.blackcoffer.com/design-develop-an-app-in-retool-which-shows-the-progress-of-the-added-video/,5,1,0.6666665555555741,0.03314917108757364,45.25,0.48066298342541436,18.292265193370167,45.25,87,181,2.6077348066298343,4,7.5911602209944755
Netclan20241103,https://insights.blackcoffer.com/auvik-connectwise-integration-in-grafana/,5,2,0.4285713673469475,0.03083700426944051,18.916666666666668,0.4669603524229075,7.753450807635831,18.916666666666668,106,227,2.5991189427312777,2,7.71806167400881
Netclan20241104,https://insights.blackcoffer.com/data-integration-and-big-data-performance-using-elk-stack/,6,2,0.4999999375000079,0.030075187856860197,16.625,0.46616541353383456,6.836466165413533,16.625,124,266,2.537593984962406,4,7.669172932330827
Netclan20241105,https://insights.blackcoffer.com/web-data-connector/,4,1,0.599999880000024,0.02155172404503567,17.846153846153847,0.4396551724137931,7.314323607427056,17.846153846153847,102,232,2.5172413793103448,3,7.5344827586206895
Netclan20241106,https://insights.blackcoffer.com/an-app-for-updating-the-email-id-of-the-user-and-stripe-refund-tool-using-retool/,9,2,0.636363578512402,0.053921568363129564,51.0,0.4264705882352941,20.57058823529412,51.0,87,204,2.5,5,7.455882352941177
Netclan20241107,https://insights.blackcoffer.com/an-ai-ml-based-web-application-that-detects-the-correctness-of-text-in-a-given-video/,4,6,-0.19999998000000202,0.04255319130828429,47.0,0.4085106382978723,18.963404255319148,47.0,96,235,2.4085106382978725,4,7.395744680851064
Netclan20241108,https://insights.blackcoffer.com/website-tracking-and-insights-using-google-analytics-google-tag-manager/,18,3,0.7142856802721105,0.040540540462276946,15.696969696969697,0.4594594594594595,6.462571662571662,15.696969696969697,238,518,2.4536679536679538,5,7.295366795366795
Netclan20241109,https://insights.blackcoffer.com/dashboard-to-track-the-analytics-of-the-website-using-google-analytics-and-google-tag-manager/,18,2,0.799999960000002,0.03731343276620628,15.314285714285715,0.41044776119402987,6.2898933901918985,15.314285714285715,220,536,2.408582089552239,3,7.257462686567164
Netclan20241110,https://insights.blackcoffer.com/power-bi-dashboard-on-operations-transactions-and-marketing-embedding-the-dashboard-to-web-app/,4,1,0.599999880000024,0.030487804692147534,32.8,0.5060975609756098,13.322439024390244,32.8,83,164,2.676829268292683,2,7.878048780487805
Netclan20241111,https://insights.blackcoffer.com/nft-data-automation-looksrare-and-etl-tool/,7,3,0.39999996000000404,0.03968253952506929,14.823529411764707,0.4007936507936508,6.089729225023343,14.823529411764707,101,252,2.492063492063492,5,7.369047619047619
Netclan20241112,https://insights.blackcoffer.com/optimize-the-data-scraper-program-to-easily-accommodate-large-files-and-solve-oom-errors/,7,3,0.39999996000000404,0.04830917851058368,20.7,0.4444444444444444,8.457777777777777,20.7,92,207,2.536231884057971,4,7.666666666666667
Netclan20241113,https://insights.blackcoffer.com/making-a-robust-way-to-sync-data-from-airtables-to-mongodb-using-python-etl-solution/,5,5,0.0,0.037878787735307624,18.857142857142858,0.38257575757575757,7.695887445887447,18.857142857142858,101,264,2.3863636363636362,3,7.299242424242424
Netclan20241114,https://insights.blackcoffer.com/incident-duration-prediction-infrastructure-and-real-estate/,4,2,0.33333327777778704,0.025531914784970574,21.363636363636363,0.4765957446808511,8.736092843326885,21.363636363636363,112,235,2.570212765957447,6,7.723404255319149
Netclan20241115,https://insights.blackcoffer.com/statistical-data-analysis-of-reinforced-concrete/,9,2,0.636363578512402,0.03666666654444445,18.75,0.47,7.688,18.75,141,300,2.61,6,7.86
Netclan20241116,https://insights.blackcoffer.com/database-normalization-segmentation-with-google-data-studio-dashboard-insights/,4,1,0.599999880000024,0.021276595654142146,13.823529411764707,0.4340425531914894,5.703028785982479,13.823529411764707,102,235,2.5914893617021275,10,7.472340425531915
Netclan20241117,https://insights.blackcoffer.com/power-bi-dashboard-to-drive-insights-from-complex-data-to-generate-business-insights/,7,3,0.39999996000000404,0.03690036886752632,15.055555555555555,0.4022140221402214,6.183107831078311,15.055555555555555,109,271,2.4280442804428044,10,7.232472324723247
Netclan20241118,https://insights.blackcoffer.com/real-time-dashboard-to-monitor-infrastructure-activity-and-machines/,4,2,0.33333327777778704,0.03243243225712199,26.428571428571427,0.4864864864864865,10.766023166023167,26.428571428571427,90,185,2.6486486486486487,4,7.8
Netclan20241119,https://insights.blackcoffer.com/electric-vehicles-ev-load-management-system-to-forecast-energy-demand/,6,3,0.33333329629630043,0.03308823517246973,19.428571428571427,0.44485294117647056,7.949369747899159,19.428571428571427,121,272,2.5404411764705883,9,7.419117647058823
Netclan20241120,https://insights.blackcoffer.com/power-bi-data-driven-map-dashboard/,4,1,0.599999880000024,0.03448275838287753,48.333333333333336,0.5310344827586206,19.545747126436783,48.333333333333336,77,145,2.7379310344827585,2,8.03448275862069
Netclan20241121,https://insights.blackcoffer.com/google-local-service-ads-lsa-leads-dashboard/,19,3,0.7272726942148775,0.05152224812289872,13.34375,0.3840749414519906,5.491129976580797,13.34375,164,427,2.379391100702576,5,7.121779859484778
Netclan20241122,https://insights.blackcoffer.com/aws-lex-voice-and-chatbot/,9,1,0.7999999200000081,0.034602076004837105,17.0,0.36678200692041524,6.946712802768167,17.0,106,289,2.3044982698961936,7,6.944636678200692
